PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Download_URL,Download_Status,PDF_Filename,Error_Message
36394096,"Discovery of Taxus chinensis fruit wine as potentially functional food against Alzheimer's disease by UHPLC-QE-MS/MS, network pharmacology and molecular docking","Meimei C, Fengzhen W, Huangwei L, Candong L, Zhaoyang Y.",J Food Biochem. 2022 Dec;46(12):e14502. doi: 10.1111/jfbc.14502. Epub 2022 Nov 17.,Meimei C,J Food Biochem,2022,2022/11/17,,,10.1111/jfbc.14502,,Success,PMID36394096.pdf,
17045262,Neuroprotective effects of Lycium barbarum Lynn on protecting retinal ganglion cells in an ocular hypertension model of glaucoma,"Chan HC, Chang RC, Koon-Ching Ip A, Chiu K, Yuen WH, Zee SY, So KF.",Exp Neurol. 2007 Jan;203(1):269-73. doi: 10.1016/j.expneurol.2006.05.031. Epub 2006 Oct 11.,Chan HC,Exp Neurol,2007,2006/10/19,,,10.1016/j.expneurol.2006.05.031,,Success,PMID17045262.pdf,
38310737,Application of AI in biological age prediction,"Meng D, Zhang S, Huang Y, Mao K, Han JJ.",Curr Opin Struct Biol. 2024 Apr;85:102777. doi: 10.1016/j.sbi.2024.102777. Epub 2024 Feb 3.,Meng D,Curr Opin Struct Biol,2024,2024/2/4,,,10.1016/j.sbi.2024.102777,,Failed,,No download link found: 10.1016/j.sbi.2024.102777
29744879,Blocking Nox2 improves mesenchymal stem cells therapy in myocardial infarction via antagonizing oxidant and promoting survival,"Feng D, Zhang L, Ding F, Yang F, Ma W, Han Z, Hua B, Wang X, Yu Y, Huang Q, Lei L, Pan Z, Cai B.",J Cell Physiol. 2018 Oct;233(10):7004-7015. doi: 10.1002/jcp.26623. Epub 2018 May 10.,Feng D,J Cell Physiol,2018,2018/5/11,,,10.1002/jcp.26623,,Success,PMID29744879.pdf,
18442327,B cell immunosenescence in the elderly and in centenarians,"Colonna-Romano G, Bulati M, Aquino A, Vitello S, Lio D, Candore G, Caruso C.",Rejuvenation Res. 2008 Apr;11(2):433-9. doi: 10.1089/rej.2008.0664.,Colonna-Romano G,Rejuvenation Res,2008,2008/4/30,,,10.1089/rej.2008.0664,,Success,PMID18442327.pdf,
26177051,Dual mTORC1/C2 inhibitors suppress cellular geroconversion (a senescence program),"Leontieva OV, Demidenko ZN, Blagosklonny MV.",Oncotarget. 2015 Sep 15;6(27):23238-48. doi: 10.18632/oncotarget.4836.,Leontieva OV,Oncotarget,2015,2015/7/16,PMC4695114,,10.18632/oncotarget.4836,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e7/67/PMC4695114.tar.gz,Match Found,,
33378554,Cell senescence in neuropathology: A focus on neurodegeneration and tumours,"Carreno G, Guiho R, Martinez-Barbera JP.",Neuropathol Appl Neurobiol. 2021 Apr;47(3):359-378. doi: 10.1111/nan.12689. Epub 2021 Feb 1.,Carreno G,Neuropathol Appl Neurobiol,2021,2020/12/30,PMC8603933,,10.1111/nan.12689,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/f2/41/PMC8603933.tar.gz,Match Found,,
39549125,Resveratrol Enhances the Efficacy of Combined BM-MSCs Therapy for Rat Spinal Cord Injury via Modulation of the Sirt-1/NF-κB Signaling Pathway,"Chen H, Zhao H.",Neurochem Res. 2024 Nov 16;50(1):12. doi: 10.1007/s11064-024-04264-z.,Chen H,Neurochem Res,2024,2024/11/16,,,10.1007/s11064-024-04264-z,,Failed,,No download link found: 10.1007/s11064-024-04264-z
31444995,"Telomere length and aging-related outcomes in humans: A Mendelian randomization study in 261,000 older participants","Kuo CL, Pilling LC, Kuchel GA, Ferrucci L, Melzer D.",Aging Cell. 2019 Dec;18(6):e13017. doi: 10.1111/acel.13017. Epub 2019 Aug 24.,Kuo CL,Aging Cell,2019,2019/8/25,PMC6826144,,10.1111/acel.13017,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/d8/19/PMC6826144.tar.gz,Match Found,,
33989756,Senolytics and senomorphics: Natural and synthetic therapeutics in the treatment of aging and chronic diseases,"Lagoumtzi SM, Chondrogianni N.",Free Radic Biol Med. 2021 Aug 1;171:169-190. doi: 10.1016/j.freeradbiomed.2021.05.003. Epub 2021 May 12.,Lagoumtzi SM,Free Radic Biol Med,2021,2021/5/14,,,10.1016/j.freeradbiomed.2021.05.003,,Success,PMID33989756.pdf,
17424908,Molecular mechanisms of calorie restriction's protection against age-related sclerosis,"Chiarpotto E, Bergamini E, Poli G.",IUBMB Life. 2006 Dec;58(12):695-702. doi: 10.1080/15216540601106365.,Chiarpotto E,IUBMB Life,2006,2007/4/12,,,10.1080/15216540601106365,,Success,PMID17424908.pdf,
33377391,Gut microbiota and aging,"Ling Z, Liu X, Cheng Y, Yan X, Wu S.",Crit Rev Food Sci Nutr. 2022;62(13):3509-3534. doi: 10.1080/10408398.2020.1867054. Epub 2020 Dec 30.,Ling Z,Crit Rev Food Sci Nutr,2022,2020/12/30,,,10.1080/10408398.2020.1867054,,Success,PMID33377391.pdf,
35033546,Xenohormesis underlyes the anti-aging and healthy properties of olive polyphenols,"Bucciantini M, Leri M, Scuto M, Ontario M, Trovato Salinaro A, Calabrese EJ, Calabrese V, Stefani M.",Mech Ageing Dev. 2022 Mar;202:111620. doi: 10.1016/j.mad.2022.111620. Epub 2022 Jan 13.,Bucciantini M,Mech Ageing Dev,2022,2022/1/16,,,10.1016/j.mad.2022.111620,,Success,PMID35033546.pdf,
36291652,"Synbiotics and Their Antioxidant Properties, Mechanisms, and Benefits on Human and Animal Health: A Narrative Review","Mounir M, Ibijbijen A, Farih K, Rabetafika HN, Razafindralambo HL.",Biomolecules. 2022 Oct 9;12(10):1443. doi: 10.3390/biom12101443.,Mounir M,Biomolecules,2022,2022/10/27,PMC9599591,,10.3390/biom12101443,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/df/55/PMC9599591.tar.gz,Match Found,,
35973631,Dendrobium nobile Lindl. Polysaccharides protect fibroblasts against UVA-induced photoaging via JNK/c-Jun/MMPs pathway,"Li W, Mu X, Wu X, He W, Liu Y, Liu Y, Deng J, Nie X.",J Ethnopharmacol. 2022 Nov 15;298:115590. doi: 10.1016/j.jep.2022.115590. Epub 2022 Aug 13.,Li W,J Ethnopharmacol,2022,2022/8/16,,,10.1016/j.jep.2022.115590,,Failed,,No download link found: 10.1016/j.jep.2022.115590
33185993,"The metabolic, neuroprotective cardioprotective and antitumor effects of the Klotho protein","Baranowska B, Kochanowski J.",Neuro Endocrinol Lett. 2020 Sep;41(2):69-75.,Baranowska B,Neuro Endocrinol Lett,2020,2020/11/13,,,,,Failed,,No download link found: 33185993
12374906,Peptides and Ageing,Khavinson VKh.,Neuro Endocrinol Lett. 2002;23 Suppl 3:11-144.,Khavinson VKh,Neuro Endocrinol Lett,2002,2002/10/11,,,,,Failed,,No download link found: 12374906
26917271,Green tea compound epigallo-catechin-3-gallate (EGCG) increases neuronal survival in adult hippocampal neurogenesis in vivo and in vitro,"Ortiz-López L, Márquez-Valadez B, Gómez-Sánchez A, Silva-Lucero MD, Torres-Pérez M, Téllez-Ballesteros RI, Ichwan M, Meraz-Ríos MA, Kempermann G, Ramírez-Rodríguez GB.",Neuroscience. 2016 May 13;322:208-20. doi: 10.1016/j.neuroscience.2016.02.040. Epub 2016 Feb 23.,Ortiz-López L,Neuroscience,2016,2016/2/27,,,10.1016/j.neuroscience.2016.02.040,,Success,PMID26917271.pdf,
39915616,Modulatory effects of cinnamomi cortex and its components epicatechin and linalool on skin circadian rhythms,"Kim JY, Lee J, Lee SH, Jung EM, Lee KH.",Sci Rep. 2025 Feb 6;15(1):4480. doi: 10.1038/s41598-025-88325-5.,Kim JY,Sci Rep,2025,2025/2/6,PMC11803083,,10.1038/s41598-025-88325-5,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a3/89/PMC11803083.tar.gz,Match Found,,
18591741,[Vascular calcification and anti-aging],"Son BK, Akishita M.",Clin Calcium. 2008 Jul;18(7):912-7.,Son BK,Clin Calcium,2008,2008/7/2,,,,,Failed,,No download link found: 18591741
32718352,Ethical and social implications of approaching death prediction in humans - when the biology of ageing meets existential issues,"Gaille M, Araneda M, Dubost C, Guillermain C, Kaakai S, Ricadat E, Todd N, Rera M.",BMC Med Ethics. 2020 Jul 27;21(1):64. doi: 10.1186/s12910-020-00502-5.,Gaille M,BMC Med Ethics,2020,2020/7/29,PMC7385957,,10.1186/s12910-020-00502-5,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/d0/5c/PMC7385957.tar.gz,Match Found,,
40872473,α-Ketoglutarate Attenuates Oxidative Stress-Induced Neuronal Aging via Modulation of the mTOR Pathway,"Guan R, Xue Z, Huang K, Zhao Y, He G, Dai Y, Liang M, Wen Y, Ye X, Liu P, Chen J.",Pharmaceuticals (Basel). 2025 Jul 22;18(8):1080. doi: 10.3390/ph18081080.,Guan R,Pharmaceuticals (Basel),2025,2025/8/28,PMC12388979,,10.3390/ph18081080,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/6e/63/PMC12388979.tar.gz,Match Found,,
36684436,"Very small embryonic-like stem cells have the potential to win the three-front war on tissue damage, cancer, and aging","Bhartiya D, Jha N, Tripathi A, Tripathi A.",Front Cell Dev Biol. 2023 Jan 4;10:1061022. doi: 10.3389/fcell.2022.1061022. eCollection 2022.,Bhartiya D,Front Cell Dev Biol,2023,2023/1/23,PMC9846763,,10.3389/fcell.2022.1061022,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/31/17/PMC9846763.tar.gz,Match Found,,
32499887,Thirty years of translational research in Mobility Medicine: Collection of abstracts of the 2020 Padua Muscle Days,Carraro U.,Eur J Transl Myol. 2020 Apr 1;30(1):8826. doi: 10.4081/ejtm.2019.8826. eCollection 2020 Apr 7.,Carraro U,Eur J Transl Myol,2020,2020/6/6,PMC7254447,,10.4081/ejtm.2019.8826,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/53/fa/PMC7254447.tar.gz,Match Found,,
30526770,Senotherapeutics: emerging strategy for healthy aging and age-related disease,"Kim EC, Kim JR.",BMB Rep. 2019 Jan;52(1):47-55. doi: 10.5483/BMBRep.2019.52.1.293.,Kim EC,BMB Rep,2019,2018/12/12,PMC6386227,,10.5483/BMBRep.2019.52.1.293,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/1a/68/PMC6386227.tar.gz,Match Found,,
29486698,Coefficient of Variation of Lifespan Across the Tree of Life: Is It a Signature of Programmed Aging?,"Shilovsky GA, Putyatina TS, Ashapkin VV, Luchkina OS, Markov AV.",Biochemistry (Mosc). 2017 Dec;82(12):1480-1492. doi: 10.1134/S0006297917120070.,Shilovsky GA,Biochemistry (Mosc),2017,2018/3/1,,,10.1134/S0006297917120070,,Success,PMID29486698.pdf,
33443781,Metformin treatment in late middle age improves cognitive function with alleviation of microglial activation and enhancement of autophagy in the hippocampus,"Kodali M, Attaluri S, Madhu LN, Shuai B, Upadhya R, Gonzalez JJ, Rao X, Shetty AK.",Aging Cell. 2021 Feb;20(2):e13277. doi: 10.1111/acel.13277. Epub 2021 Jan 14.,Kodali M,Aging Cell,2021,2021/1/14,PMC7884047,,10.1111/acel.13277,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/69/ba/PMC7884047.tar.gz,Match Found,,
18843589,Biological/chemopreventive activity of stilbenes and their effect on colon cancer,"Rimando AM, Suh N.",Planta Med. 2008 Oct;74(13):1635-43. doi: 10.1055/s-0028-1088301. Epub 2008 Oct 8.,Rimando AM,Planta Med,2008,2008/10/10,,,10.1055/s-0028-1088301,,Success,PMID18843589.pdf,
40871737,NR4A1 Acts as a Nutrient Sensor That Inhibits the Effects of Aging,Safe S.,Nutrients. 2025 Aug 21;17(16):2709. doi: 10.3390/nu17162709.,Safe S,Nutrients,2025,2025/8/28,PMC12389743,,10.3390/nu17162709,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/de/19/PMC12389743.tar.gz,Match Found,,
38791505,A Brain Anti-Senescence Transcriptional Program Triggered by Hypothalamic-Derived Exosomal microRNAs,"Krarup J, Araya L, Álvarez F, Bórquez DA, Urrutia PJ.",Int J Mol Sci. 2024 May 17;25(10):5467. doi: 10.3390/ijms25105467.,Krarup J,Int J Mol Sci,2024,2024/5/25,PMC11122052,,10.3390/ijms25105467,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/ff/fa/PMC11122052.tar.gz,Match Found,,
21688389,Resveratrol and health--a comprehensive review of human clinical trials,"Smoliga JM, Baur JA, Hausenblas HA.",Mol Nutr Food Res. 2011 Aug;55(8):1129-41. doi: 10.1002/mnfr.201100143. Epub 2011 Jun 20.,Smoliga JM,Mol Nutr Food Res,2011,2011/6/21,,,10.1002/mnfr.201100143,,Success,PMID21688389.pdf,
30595796,"Sulforaphane Delays Fibroblast Senescence by Curbing Cellular Glucose Uptake, Increased Glycolysis, and Oxidative Damage","Hariton F, Xue M, Rabbani N, Fowler M, Thornalley PJ.",Oxid Med Cell Longev. 2018 Nov 22;2018:5642148. doi: 10.1155/2018/5642148. eCollection 2018.,Hariton F,Oxid Med Cell Longev,2018,2019/1/1,PMC6282131,,10.1155/2018/5642148,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/18/cd/PMC6282131.tar.gz,Match Found,,
22530731,"Relationship of low-circulating ""anti-aging"" klotho hormone with disability in activities of daily living among older community-dwelling adults","Crasto CL, Semba RD, Sun K, Cappola AR, Bandinelli S, Ferrucci L.",Rejuvenation Res. 2012 Jun;15(3):295-301. doi: 10.1089/rej.2011.1268. Epub 2012 Apr 24.,Crasto CL,Rejuvenation Res,2012,2012/4/26,PMC3388499,,10.1089/rej.2011.1268,,Success,PMID22530731.pdf,
39488213,Plasma protein-based organ-specific aging and mortality models unveil diseases as accelerated aging of organismal systems,"Goeminne LJE, Vladimirova A, Eames A, Tyshkovskiy A, Argentieri MA, Ying K, Moqri M, Gladyshev VN.",Cell Metab. 2025 Jan 7;37(1):205-222.e6. doi: 10.1016/j.cmet.2024.10.005. Epub 2024 Nov 1.,Goeminne LJE,Cell Metab,2025,2024/11/2,,,10.1016/j.cmet.2024.10.005,,Failed,,No download link found: 10.1016/j.cmet.2024.10.005
31870890,Comparison of age-specific leg extensor muscle function torque-time and rapid velocity attributes across the adult lifespan: A relative deficiency investigation,"Thompson BJ, Sobolewski EJ, Ryan ED.",Exp Gerontol. 2020 Mar;131:110819. doi: 10.1016/j.exger.2019.110819. Epub 2019 Dec 20.,Thompson BJ,Exp Gerontol,2020,2019/12/25,,,10.1016/j.exger.2019.110819,,Success,PMID31870890.pdf,
16917020,"An integrated view of oxidative stress in aging: basic mechanisms, functional effects, and pathological considerations","Kregel KC, Zhang HJ.",Am J Physiol Regul Integr Comp Physiol. 2007 Jan;292(1):R18-36. doi: 10.1152/ajpregu.00327.2006. Epub 2006 Aug 17.,Kregel KC,Am J Physiol Regul Integr Comp Physiol,2007,2006/8/19,,,10.1152/ajpregu.00327.2006,,Success,PMID16917020.pdf,
28856729,The protein restriction mimetic Resveratrol is an autophagy inducer stronger than amino acid starvation in ovarian cancer cells,"Ferraresi A, Titone R, Follo C, Castiglioni A, Chiorino G, Dhanasekaran DN, Isidoro C.",Mol Carcinog. 2017 Dec;56(12):2681-2691. doi: 10.1002/mc.22711. Epub 2017 Sep 7.,Ferraresi A,Mol Carcinog,2017,2017/9/1,,,10.1002/mc.22711,,Success,PMID28856729.pdf,
29886783,Hsp90 inhibitors as senolytic drugs to extend healthy aging,"Fuhrmann-Stroissnigg H, Niedernhofer LJ, Robbins PD.",Cell Cycle. 2018;17(9):1048-1055. doi: 10.1080/15384101.2018.1475828. Epub 2018 Jul 23.,Fuhrmann-Stroissnigg H,Cell Cycle,2018,2018/6/12,PMC6110594,,10.1080/15384101.2018.1475828,,Success,PMID29886783.pdf,
39770075,The Anti-AGEing and RAGEing Potential of Isothiocyanates,"Krisanits BA, Kaur B, Fahey JW, Turner DP.",Molecules. 2024 Dec 19;29(24):5986. doi: 10.3390/molecules29245986.,Krisanits BA,Molecules,2024,2025/1/8,PMC11677037,,10.3390/molecules29245986,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/0f/37/PMC11677037.tar.gz,Match Found,,
31451998,Melatonin and its ubiquitous anticancer effects,"Bhattacharya S, Patel KK, Dehari D, Agrawal AK, Singh S.",Mol Cell Biochem. 2019 Dec;462(1-2):133-155. doi: 10.1007/s11010-019-03617-5. Epub 2019 Aug 26.,Bhattacharya S,Mol Cell Biochem,2019,2019/8/28,,,10.1007/s11010-019-03617-5,,Success,PMID31451998.pdf,
20388070,B cells compartment in centenarian offspring and old people,"Colonna-Romano G, Buffa S, Bulati M, Candore G, Lio D, Pellicanò M, Vasto S, Caruso C.",Curr Pharm Des. 2010;16(6):604-8. doi: 10.2174/138161210790883750.,Colonna-Romano G,Curr Pharm Des,2010,2010/4/15,,,10.2174/138161210790883750,,Success,PMID20388070.pdf,
40520634,Metabolomic analysis of bioactive compounds in dill (Anethum graveolens L.) extracts,"Thanuma J, Phetcharaburanin J, Dokduang H, Loilome W, Klanrit P, Wangwiwatsin A, Namwat N.",PeerJ. 2025 Jun 10;13:e19567. doi: 10.7717/peerj.19567. eCollection 2025.,Thanuma J,PeerJ,2025,2025/6/16,PMC12164813,,10.7717/peerj.19567,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a3/f8/PMC12164813.tar.gz,Match Found,,
27922821,Identification of Salvia haenkei as gerosuppressant agent by using an integrated senescence-screening assay,"Matic I, Revandkar A, Chen J, Bisio A, Dall'Acqua S, Cocetta V, Brun P, Mancino G, Milanese M, Mattei M, Montopoli M, Alimonti A.",Aging (Albany NY). 2016 Dec 1;8(12):3223-3240. doi: 10.18632/aging.101076.,Matic I,Aging (Albany NY),2016,2016/12/7,PMC5270665,,10.18632/aging.101076,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/2b/ef/PMC5270665.tar.gz,Match Found,,
37346022,[Concepts of modern gerontology and geriatrics and the role of nutrition in their achievement],"Ilnitski AN, Ryzhkova EI, Veys EE.",Vopr Pitan. 2023;92(2):71-79. doi: 10.33029/0042-8833-2023-92-2-71-79. Epub 2023 Apr 17.,Ilnitski AN,Vopr Pitan,2023,2023/6/22,,,10.33029/0042-8833-2023-92-2-71-79,,Failed,,No download link found: 10.33029/0042-8833-2023-92-2-71-79
39033161,The role of cellular senescence in ovarian aging,"Hense JD, Isola JVV, Garcia DN, Magalhães LS, Masternak MM, Stout MB, Schneider A.",NPJ Aging. 2024 Jul 20;10(1):35. doi: 10.1038/s41514-024-00157-1.,Hense JD,NPJ Aging,2024,2024/7/20,PMC11271274,,10.1038/s41514-024-00157-1,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/ec/ec/PMC11271274.tar.gz,Match Found,,
22982670,Cytoprotective properties of traditional Chinese medicinal herbal extracts in hydrogen peroxide challenged human U373 astroglia cells,"Steele ML, Truong J, Govindaraghavan S, Ooi L, Sucher NJ, Münch G.",Neurochem Int. 2013 Apr;62(5):522-9. doi: 10.1016/j.neuint.2012.08.018. Epub 2012 Sep 11.,Steele ML,Neurochem Int,2013,2012/9/18,,,10.1016/j.neuint.2012.08.018,,Success,PMID22982670.pdf,
33489859,Beneficial effects of Diplectria barbata (Wall. Ex C. B. Clarke) Franken et Roos extract on aging and antioxidants in vitro and in vivo,"Hong Y, Lee H, Tran Q, Bayarmunkh C, Boldbaatar D, Kwon SH, Park J, Park J.",Toxicol Res. 2020 Oct 20;37(1):71-83. doi: 10.1007/s43188-020-00064-z. eCollection 2021 Jan.,Hong Y,Toxicol Res,2020,2021/1/25,PMC7806687,,10.1007/s43188-020-00064-z,,Success,PMID33489859.pdf,
7723949,"Tremor and longevity in relatives of patients with Parkinson's disease, essential tremor, and control subjects","Jankovic J, Beach J, Schwartz K, Contant C.",Neurology. 1995 Apr;45(4):645-8. doi: 10.1212/wnl.45.4.645.,Jankovic J,Neurology,1995,1995/4/1,,,10.1212/wnl.45.4.645,,Success,PMID7723949.pdf,
18044191,The aging process and potential interventions to extend life expectancy,"Tosato M, Zamboni V, Ferrini A, Cesari M.",Clin Interv Aging. 2007;2(3):401-12.,Tosato M,Clin Interv Aging,2007,2007/11/30,PMC2685272,,,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a7/dc/PMC2685272.tar.gz,Match Found,,
17700000,The oxidative hypothesis of senescence,"Gilca M, Stoian I, Atanasiu V, Virgolici B.",J Postgrad Med. 2007 Jul-Sep;53(3):207-13. doi: 10.4103/0022-3859.33869.,Gilca M,J Postgrad Med,2007,2007/8/19,,,10.4103/0022-3859.33869,,Failed,,No download link found: 10.4103/0022-3859.33869
36967480,Immunotherapeutic approach to reduce senescent cells and alleviate senescence-associated secretory phenotype in mice,"Shrestha N, Chaturvedi P, Zhu X, Dee MJ, George V, Janney C, Egan JO, Liu B, Foster M, Marsala L, Wong P, Cubitt CC, Foltz JA, Tran J, Schappe T, Hsiao K, Leclerc GM, You L, Echeverri C, Spanoudis C, Carvalho A, Kanakaraj L, Gilkes C, Encalada N, Kong L, Wang M, Fang B, Wang Z, Jiao JA, Muniz GJ, Jeng EK, Valdivieso N, Li L, Deth R, Berrien-Elliott MM, Fehniger TA, Rhode PR, Wong HC.",Aging Cell. 2023 May;22(5):e13806. doi: 10.1111/acel.13806. Epub 2023 Mar 26.,Shrestha N,Aging Cell,2023,2023/3/27,PMC10186597,,10.1111/acel.13806,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/42/67/PMC10186597.tar.gz,Match Found,,
39103918,Lycium barbarum glycopeptide promotes neuroprotection in ET-1 mediated retinal ganglion cell degeneration,"Lakshmanan Y, Wong FSY, So KF, Chan HH.",J Transl Med. 2024 Aug 5;22(1):727. doi: 10.1186/s12967-024-05526-8.,Lakshmanan Y,J Transl Med,2024,2024/8/5,PMC11302070,,10.1186/s12967-024-05526-8,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/27/ea/PMC11302070.tar.gz,Match Found,,
35163314,Galangin Reverses H(2)O(2)-Induced Dermal Fibroblast Senescence via SIRT1-PGC-1α/Nrf2 Signaling,"Lee JJ, Ng SC, Hsu JY, Liu H, Chen CJ, Huang CY, Kuo WW.",Int J Mol Sci. 2022 Jan 26;23(3):1387. doi: 10.3390/ijms23031387.,Lee JJ,Int J Mol Sci,2022,2022/2/15,PMC8836071,,10.3390/ijms23031387,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/3a/eb/PMC8836071.tar.gz,Match Found,,
26999099,Coenzyme Q and Its Role in the Dietary Therapy against Aging,"Varela-López A, Giampieri F, Battino M, Quiles JL.",Molecules. 2016 Mar 18;21(3):373. doi: 10.3390/molecules21030373.,Varela-López A,Molecules,2016,2016/3/22,PMC6273282,,10.3390/molecules21030373,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e8/d2/PMC6273282.tar.gz,Match Found,,
37154849,Innovations in Skin and Soft Tissue Aging-A Systematic Literature Review and Market Analysis of Therapeutics and Associated Outcomes,"Khetpal S, Ghosh D, Roostaeian J.",Aesthetic Plast Surg. 2023 Aug;47(4):1609-1622. doi: 10.1007/s00266-023-03322-1. Epub 2023 May 8.,Khetpal S,Aesthetic Plast Surg,2023,2023/5/8,PMC10390368,,10.1007/s00266-023-03322-1,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e2/df/PMC10390368.tar.gz,Match Found,,
34944054,Autophagy-Lysosomal Pathway as Potential Therapeutic Target in Parkinson's Disease,"Bonam SR, Tranchant C, Muller S.",Cells. 2021 Dec 15;10(12):3547. doi: 10.3390/cells10123547.,Bonam SR,Cells,2021,2021/12/24,PMC8700067,,10.3390/cells10123547,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/0c/0d/PMC8700067.tar.gz,Match Found,,
39702351,A phase 2 pilot study of umbilical cord blood infusion as an adjuvant consolidation therapy in elderly patients with acute myeloid leukemia,"Wang J, Li X, Liu P, Dai Y, Zhu H, Zhang Y, Wu M, Yao Y, Liu M, Yu S, Jiang F, Wang S, Mu H, Jiao B, Yan H, Wu W, Shen Y, Li J, Wang S, Ren R.",Signal Transduct Target Ther. 2024 Dec 20;9(1):358. doi: 10.1038/s41392-024-02065-y.,Wang J,Signal Transduct Target Ther,2024,2024/12/20,PMC11659310,,10.1038/s41392-024-02065-y,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/d2/ca/PMC11659310.tar.gz,Match Found,,
34768788,Curcumin Alleviates the Senescence of Canine Bone Marrow Mesenchymal Stem Cells during In Vitro Expansion by Activating the Autophagy Pathway,"Deng J, Ouyang P, Li W, Zhong L, Gu C, Shen L, Cao S, Yin L, Ren Z, Zuo Z, Deng J, Yan Q, Yu S.",Int J Mol Sci. 2021 Oct 21;22(21):11356. doi: 10.3390/ijms222111356.,Deng J,Int J Mol Sci,2021,2021/11/13,PMC8583405,,10.3390/ijms222111356,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/07/4a/PMC8583405.tar.gz,Match Found,,
36692947,Effect of spermidine on radiation-induced long-term bone marrow cell injury,"Guan B, Li C, Yang Y, Lu Y, Sun Y, Su L, Shi G, Bai L, Liu J, Meng A.",Int Immunopharmacol. 2023 Jan;114:109557. doi: 10.1016/j.intimp.2022.109557. Epub 2022 Dec 19.,Guan B,Int Immunopharmacol,2023,2023/1/24,,,10.1016/j.intimp.2022.109557,,Failed,,No download link found: 10.1016/j.intimp.2022.109557
37708954,Mechanistic role and potential of Ayurvedic herbs as anti-aging therapies,"Raina K, Kumari R, Thakur P, Sharma R, Singh R, Thakur A, Anand V, Sharma R, Chaudhary A.",Drug Metab Pers Ther. 2023 Jun 1;38(3):211-226. doi: 10.1515/dmpt-2023-0024. eCollection 2023 Sep 1.,Raina K,Drug Metab Pers Ther,2023,2023/9/14,,,10.1515/dmpt-2023-0024,,Failed,,No download link found: 10.1515/dmpt-2023-0024
32873420,"Spermidine, an autophagy inducer, as a therapeutic strategy in neurological disorders","Ghosh I, Sankhe R, Mudgal J, Arora D, Nampoothiri M.",Neuropeptides. 2020 Oct;83:102083. doi: 10.1016/j.npep.2020.102083. Epub 2020 Aug 24.,Ghosh I,Neuropeptides,2020,2020/9/3,,,10.1016/j.npep.2020.102083,,Success,PMID32873420.pdf,
36709593,Thymosin beta-4 denotes new directions towards developing prosperous anti-aging regenerative therapies,"Bock-Marquette I, Maar K, Maar S, Lippai B, Faskerti G, Gallyas F Jr, Olson EN, Srivastava D.",Int Immunopharmacol. 2023 Mar;116:109741. doi: 10.1016/j.intimp.2023.109741. Epub 2023 Jan 27.,Bock-Marquette I,Int Immunopharmacol,2023,2023/1/29,,,10.1016/j.intimp.2023.109741,,Failed,,No download link found: 10.1016/j.intimp.2023.109741
34071596,Utilizing Developmentally Essential Secreted Peptides Such as Thymosin Beta-4 to Remind the Adult Organs of Their Embryonic State-New Directions in Anti-Aging Regenerative Therapies,"Maar K, Hetenyi R, Maar S, Faskerti G, Hanna D, Lippai B, Takatsy A, Bock-Marquette I.",Cells. 2021 May 28;10(6):1343. doi: 10.3390/cells10061343.,Maar K,Cells,2021,2021/6/2,PMC8228050,,10.3390/cells10061343,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/4d/d7/PMC8228050.tar.gz,Match Found,,
